title,abstract,toc,true_lcsh_subjects,top_similar_lcsh_subjects,category,true_label_ranks
a nature walk on the farm,"""what can you spot on the farm? this book guides readers on a farm walk, gradually introducing clues such as tufts of fur on a fence or shapes in the mud to help them learn more about the diversity of farm habitats this title includes stunning photographs, a simple guide on what to wear and take on a farm walk, and a detailed glossary""-- provided by publisher",where are we going? -- what grows in the field? -- what lives on the flowers? -- what is behind the fence? -- what happens in the hen house? -- what lives in the barn? -- what lives in the mud? -- what is in the pond? -- how can i protect farm animals and plants? -- exploring nature,"['farms', 'ecology', 'domestic animals', 'nature study']","['farm life', 'garden walks', 'wildlife watching', 'agricultural exhibitions', 'agricultural surveys']",s,"{'farms': 20, 'ecology': 127, 'domestic animals': 55, 'nature study': 38}"
wasps,"""this photo-illustrated book for early readers tells about the different nests built by wasps includes picture glossary""-- provided by publisher",nest makers -- parts of a wasp,['wasps'],"['wasps', 'insects as pets', 'insects', 'bees', 'insect pests']",s,{'wasps': 1}
petrarch's two gardens : landscape and the image of movement,"""this book is about landscape, particularly the designed landscape or garden, at a critical moment of change from the medieval to the early modern world these landscapes are viewed here not as independent creations but as installations within a more enduring environment""-- provided by publisher","prologue -- zisa and cuba in palermo -- petrarch on the bank of the sorgue -- gold and fleece: the park at hesden -- the cortile delle statue in rome: collecting fragments, inducing images","['gardens', 'gardens, medieval', 'gardens, renaissance', 'landscape gardening']","['gardens, renaissance', 'gardens, medieval', 'landscape architecture', 'landscape design', 'historic gardens']",s,"{'gardens': 20, 'gardens, medieval': 2, 'gardens, renaissance': 1, 'landscape gardening': 9}"
forest and right-of-way pest control,"""weed and animal pest control in forest areas and rights-of-way""--provided by publisher",forest and right-of-way pesticide applicators -- pests and problem diagnosis -- integrated pest management (ipm) -- pesticide safety and hazards -- pesticides and their effective use -- application equipment and calibration -- california forests -- forest nursery and seed pests and their management -- forest pests and their management -- rights-of-way -- right-of-way pest management,"['pesticides', 'herbicides', 'forest insects', 'trees', 'weeds', 'right of way']","['pesticides and wildlife', 'natural pesticides', 'biological pest control agents', 'insecticides', 'agricultural pests']",s,"{'pesticides': 6, 'herbicides': 9, 'forest insects': 7, 'trees': 151, 'weeds': 236, 'right of way': 348}"
beaky's guide to caring for your bird,"""in this book, beakie the budgie reveals how readers should go about choosing a pet bird, what supplies they will need, how to make a new pet bird feel at home, and how to properly care for a pet bird, including feeding, exercising, and keeping a bird cage clean text is accompanied by clear, labeled photographs to further reinforce key concepts, and the use of an animal narrator also allows the book to be used to teach perspective""-- provided by publisher",do you want a pet bird? -- choosing your birds -- getting ready -- welcome home -- feeding time -- cleaning out my home -- handling and exercise -- grooming and care -- visiting the vet -- vacation care -- budgie facts -- beaky's top tips,"['budgerigar', 'cage birds']","['cage birds', 'game and game-birds, dressing of', 'homing pigeons', 'gardening to attract birds', 'sugar gliders as pets']",s,"{'budgerigar': 267, 'cage birds': 1}"
giggle's guide to caring for your gerbils,"""in this book, giggle the gerbil reveals how readers should go about choosing pet gerbils, what supplies they will need, how to make a new pet gerbil feel at home, and how to properly care for pet gerbils, including feeding, exercising, and keeping a gerbil cage clean text is accompanied by clear, labeled photographs to further reinforce key concepts, and the use of an animal narrator also allows the book to be used to teach perspective""-- provided by publisher",do you want a pet gerbil? -- choosing your gerbil -- company -- getting ready -- welcome home -- pick me up -- play time -- feeding time -- cleaning out my home -- grooming and gnawing -- visiting the vet -- avoiding change -- gerbil facts -- giggle's top tips,['gerbils as pets'],"['gerbils as pets', 'invertebrates as pets', 'rodents as pets', 'sugar gliders as pets', 'pet owners']",s,{'gerbils as pets': 1}
gordon's guide to caring for your guinea pigs,"""in this book, gordon the guinea pig reveals how readers should go about choosing pet guinea pigs, what supplies they will need, how to make a new pet guinea pig feel at home, and how to properly care for pet guinea pigs, including feeding, exercising, and keeping a guinea pig cage clean text is accompanied by clear, labeled photographs to further reinforce key concepts, and the use of an animal narrator also allows the book to be used to teach perspective""-- provided by publisher",do you want a pet guinea pig? -- choosing your guinea pig -- getting ready -- welcome home -- feeding time -- handling -- play time -- cleaning out my home -- grooming and tooth care -- visiting the vet -- holiday care -- guinea pig facts -- gordon's top tips,['guinea pigs as pets'],"['guinea pigs as pets', 'potbellied pigs as pets', 'hamsters as pets', 'rodents as pets', 'pet supplies']",s,{'guinea pigs as pets': 1}
henrietta's guide to caring for your chickens,"""in this book, henrietta the chicken reveals how readers should go about choosing chickens, what supplies they will need, how to make a new chicken feel at home, and how to properly care for chickens, including feeding, exercising, and keeping a chicken coop clean text is accompanied by clear, labeled photographs to further reinforce key concepts, and the use of an animal narrator also allows the book to be used to teach perspective-- provided by publisher",do you want a pet chicken? -- choosing your chicken -- where to get chickens from -- getting ready -- welcome home -- feeding time -- cleaning out my home -- collecting eggs -- time for a bath -- visiting the vet -- holiday care -- chicken facts -- henrietta's top tips,['chickens'],"['poultry', 'chickens', 'cooking (chicken)', 'poultry farms', 'cage birds']",s,{'chickens': 2}
slinky's guide to caring for your snake,"""in this book, slinky the snake reveals how readers should go about choosing a pet snake, what supplies they will need, how to make a new snake feel at home, and how to properly care for a pet snake, including feeding, exercising, and keeping a snake vivarium clean text is accompanied by clear, labeled photographs to further reinforce key concepts, and the use of an animal narrator also allows the book to be used to teach perspective""-- provided by publisher",do you want a pet snake? -- choosing your snake -- getting ready -- welcome home -- feeding time -- shedding -- handling -- keeping me healthy -- cleaning out my home -- help from other people -- snake facts -- slinky's top tips,['snakes as pets'],"['snakes as pets', 'reptiles as pets', 'snakes', 'amphibians as pets', 'invertebrates as pets']",s,{'snakes as pets': 1}
squeak's guide to caring for your pet rats or mice,"""in this book, squeak the mouse reveals how readers should go about choosing pet rats or mice, what supplies they will need, how to make a new pet rat or mouse feel at home, and how to properly care for pet rats or mice, including feeding, exercising, and keeping cages clean text is accompanied by clear, labeled photographs to further reinforce key concepts, and the use of an animal narrator also allows the book to be used to teach perspective""-- provided by publisher","do you want pet rats or mice? -- choosing your rats or mice -- getting ready -- welcome home -- how to pick us up -- play time -- feeding time -- clean and healthy -- cleaning out my home -- visiting the vet -- no change, please! -- rats and mice facts -- squeak's top tips",['rats as pets'],"['rodents as pets', 'rats as pets', 'hamsters as pets', 'ferrets as pets', 'guinea pigs as pets']",s,{'rats as pets': 2}
